,biomass,gas,hard_coal,hydro,other_fossil,solar,wind_onshore,ES -> PT,demand,PT -> ES,mismatch
7861,196.5,2297.5,1751.8,588.4,108.8,155.1,3948.3,0.0,6173.550000000001,2872.85,4.547473508864641e-13
7862,196.7,2315.9,1678.8,490.8,108.3,88.7,3937.6,0.0,6131.609999999998,2685.19,1.3642420526593924e-12
7863,195.3,2186.3,1688.6,489.8,110.5,48.4,3990.3,0.0,6091.230000000001,2617.97,-4.547473508864641e-13
7864,204.40411522066344,2343.6314050992155,1696.1771815288455,489.96252823641606,114.03487780497055,11.204528856870382,4254.265363253019,0.0,6505.0,2608.68,4.547473508864641e-13
7865,199.67720215026878,2395.5101381422674,1743.0669344084677,1212.3405437137974,108.05576988790266,0.0,4200.719411697295,0.0,6788.0,3071.37,-9.094947017729282e-13
7866,191.1836748359311,2296.305017534865,1736.0598165504512,1349.490627871206,99.24343560295324,0.0,4083.987427604594,0.0,6813.0,2943.27,4.547473508864641e-13
7867,195.7,2417.3,1657.1,1551.7,95.1,0.0,3759.7,0.0,6830.380000000001,2846.22,-4.547473508864641e-13
7868,194.3,2284.6,1705.0,918.9,89.6,0.0,3297.0,0.0,6576.9400000000005,1912.46,-9.094947017729282e-13
7869,194.6,2190.0,1751.9,660.0,86.2,0.0,2783.6,0.0,6257.5199999999995,1408.78,-2.2737367544323206e-13
7870,196.6,1601.1,1748.7,646.1,84.3,0.0,2301.3,0.0,6233.3,344.8,1.7053025658242404e-13
7871,195.9,1133.9,1696.2,682.2,95.0,0.0,2084.9,0.0,5880.170000000001,7.93,-6.181721801112872e-13
7872,199.1,884.8,1623.6,487.7,100.0,0.0,1871.5,305.91,5472.61,0.0,0.0
7873,194.6,743.4,1520.4,444.8,99.3,0.0,1652.7,731.13,5386.330000000001,0.0,0.0
7874,193.0,697.6,1284.2,337.6,99.8,0.0,1631.4,1409.63,5653.2300000000005,0.0,0.0
7875,195.4,721.4,1052.2,334.3,106.5,0.0,1709.4,1616.52,5735.720000000001,0.0,0.0
7876,194.2,778.6,1067.3,335.4,104.8,0.0,1439.6,1634.74,5554.64,0.0,0.0
7877,194.2,901.8,1173.6,335.3,106.7,0.0,1102.5,1609.43,5423.53,0.0,0.0
7878,193.8,1036.7,1180.1,501.9,107.9,0.0,892.8,1066.2,4979.4,0.0,0.0
7879,195.1,1016.8,1180.1,666.0,106.8,1.1,856.1,903.92,4925.92,0.0,0.0
7880,206.9784787037935,1206.5514119045308,1266.9917041816238,800.7533571844376,113.15109779761326,35.96358421461142,795.6003660133888,572.01,4998.0,0.0,-9.094947017729282e-13
7881,206.77977670459978,1210.4024935449938,1265.5867122501672,831.7356854260305,111.22733575595295,81.3806182461509,783.6373780721048,834.25,5325.0,0.0,0.0
7882,206.67039132346477,1142.160070350286,1277.8450886706728,868.0806683277152,113.03472372856515,104.03963066099956,724.809426938297,1253.36,5690.0,0.0,0.0
