,biomass,gas,hard_coal,hydro,lignite,nuclear,other_fossil,other_renewable,solar,wind_offshore,wind_onshore,AT -> DE,CH -> DE,CZ -> DE,DK -> DE,FR -> DE,NL -> DE,PL -> DE,SE -> DE,demand,DE -> AT,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> NL,DE -> PL,DE -> SE,mismatch
8368,4966.0,8587.0,13510.0,2107.0,17066.0,9467.0,1365.0,120.0,0.0,4794.0,11542.0,0.0,0.0,0.0,154.94,0.0,0.0,0.0,0.5,62674.979999999996,2470.49,3433.25,739.86,0.0,850.7299999999999,2749.29,760.84,0.0,7.275957614183426e-12
8369,4971.0,8337.0,11843.0,1740.0,17078.0,9410.0,1363.0,120.0,0.0,4356.0,13741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,62613.100000000006,2195.07,2822.64,514.4100000000001,623.53,902.37,2503.17,785.21,0.0,-3.637978807091713e-12
8370,4966.0,7345.0,9576.0,1748.0,17063.0,9398.0,1379.0,120.0,0.0,4392.0,15278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,60242.93000000001,2498.52,3150.49,835.3399999999999,1144.88,608.3100000000001,1900.21,884.82,0.0,-7.275957614183426e-12
8371,4981.0,7234.0,8503.0,1878.0,16881.0,9312.0,1381.0,120.0,0.0,4463.0,16758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,57278.48,3036.94,4238.17,968.62,1144.95,1789.42,2111.15,943.77,0.0,-5.4569682106375694e-12
8372,4979.0,6676.0,8060.0,1761.0,16095.0,9272.0,1384.0,120.0,0.0,4439.0,17845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,55358.39,2797.5,4737.09,638.42,1660.47,2248.28,2237.95,953.4,0.0,1.8189894035458565e-12
8373,4955.0,6057.0,6975.0,1432.0,14889.0,9323.0,1385.0,120.0,0.0,4373.0,17809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,55154.08,2367.68,3185.19,235.39,1703.01,1475.0200000000002,2323.31,874.82,0.0,-1.8189894035458565e-12
8374,4953.0,4933.0,5306.0,1298.0,14094.0,9348.0,1381.0,120.0,0.0,4352.0,18389.0,0.0,0.0,78.97000000000003,0.0,0.0,0.0,0.0,0.5,53805.14000000001,1794.41,2469.13,0.0,1614.28,1074.56,2557.9,938.05,0.0,-3.637978807091713e-12
8375,4918.0,4562.0,5138.0,1453.0,14564.0,9453.0,1371.0,120.0,0.0,4344.0,18190.0,0.0,0.0,206.52,0.0,0.0,0.0,0.0,0.5,50493.670000000006,2551.0,3683.57,0.0,1681.79,2087.55,2803.87,1018.57,0.0,-7.275957614183426e-12
8376,4890.0,4754.0,5000.0,1285.0,14515.0,9452.0,1371.0,120.0,0.0,4364.0,17429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,48039.630000000005,3167.93,4032.01,66.13999999999999,1750.64,2592.47,2379.2,1152.48,0.0,-3.637978807091713e-12
8377,4897.0,4792.0,4839.0,1228.0,14183.0,9450.0,1371.0,120.0,0.0,4467.0,16933.0,0.0,0.0,37.07000000000005,0.0,0.0,0.0,0.0,0.5,48445.78,3094.34,4287.16,0.0,1604.89,1724.44,2114.83,1046.13,0.0,0.0
8378,4892.0,4632.0,4754.0,1222.0,14437.0,9397.0,1365.0,120.0,0.0,4497.0,16609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,48067.02,3338.75,4085.6,414.06,1085.05,1630.2199999999998,2048.64,1256.16,0.0,3.637978807091713e-12
8379,4891.0,4748.0,4824.0,1235.0,14692.0,9285.0,1365.0,120.0,0.0,4517.0,16431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,47754.5,3532.3,4220.55,811.1299999999999,1407.1,1408.7600000000002,1851.15,1123.01,0.0,0.0
