,biomass,gas,hydro,other_fossil,solar,wind_onshore,LV -> LT,PL -> LT,SE -> LT,demand,LT -> LV,LT -> PL,LT -> SE,mismatch
164,52.99,47.34,55.22,38.05,0.0,417.47,707.5,0.0,72.7,1340.0,0.0,486.87,0.0,-435.6
165,52.53,47.33,40.2,37.57,0.0,430.04,667.5,0.0,0.0,1219.0,0.0,487.06,50.0,-480.8899999999999
166,52.46,47.34,35.65,38.01,0.0,435.21,625.5,0.0,0.0,1141.0,0.0,485.07,38.5,-430.39999999999986
167,51.3,47.34,32.97,38.89,0.0,431.11,668.5,0.0,0.0,1089.0,0.0,71.54,363.4,-253.82999999999987
168,52.28,47.31,32.95,39.13,0.0,442.96,831.0,0.0,0.0,1069.0,0.0,209.93,362.6,-195.89999999999986
169,52.4,47.38,32.95,39.12,0.0,414.53,854.0,0.0,0.0,1055.0,0.0,118.99,384.5,-118.1099999999999
170,52.38,47.35,32.93,38.54,0.0,366.68,839.0,0.0,0.0,1074.0,0.0,260.64,396.1,-353.8599999999999
171,52.48,47.37,33.12,38.55,0.0,303.56,835.5,0.0,0.0,1142.0,0.0,99.01,388.5,-318.93000000000006
172,52.9,47.32,33.14,37.94,0.0,249.18,912.5,0.0,0.0,1385.0,0.0,351.38,18.3,-421.7
173,52.98,47.64,62.74,37.49,0.0,216.46,1033.0,0.0,0.0,1612.0,0.0,377.16,3.8,-542.6500000000001
174,52.79,47.84,152.57,36.99,0.15,185.87,1086.0,0.0,43.2,1757.0,0.0,486.11,0.0,-637.6999999999999
175,52.56,47.27,449.06,36.99,2.15,188.15,1061.0,0.0,0.0,1798.0,0.0,486.89,145.8,-593.5100000000002
176,52.55,47.28,384.51,37.34,7.48,192.79,1046.5,0.0,0.0,1792.0,0.0,486.87,90.7,-601.1200000000002
177,52.26,47.37,296.41,38.01,9.58,168.16,1023.0,0.0,0.0,1780.0,0.0,486.9,10.0,-642.11
178,52.57,47.76,316.77,37.94,9.51,169.43,1045.0,0.0,0.0,1749.0,0.0,486.82,85.0,-641.8399999999999
179,52.67,47.88,287.66,38.26,8.38,181.77,984.0,0.0,0.0,1752.0,0.0,486.88,23.2,-661.46
180,52.56,47.8,168.27,38.45,5.42,181.99,995.5,0.0,29.2,1735.0,0.0,486.96,0.0,-702.77
181,52.28,47.81,181.73,37.39,0.11,138.76,958.5,0.0,102.0,1725.0,0.0,486.96,0.0,-693.3800000000001
182,52.43,47.81,159.2,37.46,0.0,117.14,925.0,0.0,201.5,1755.0,0.0,487.01,0.0,-701.47
183,52.66,47.78,536.07,38.21,0.0,131.28,921.5,0.0,0.0,1808.0,0.0,486.99,123.0,-690.49
184,52.7,47.96,536.35,37.8,0.0,93.95,987.5,0.0,0.0,1782.0,0.0,486.99,173.2,-685.9300000000001
185,52.9,48.09,171.1,37.36,0.0,64.8,997.5,0.0,145.1,1728.0,0.0,486.93,0.0,-698.0800000000002
186,52.95,48.1,105.45,37.54,0.0,96.87,1021.5,0.0,102.8,1665.0,0.0,486.94,0.0,-686.73
187,53.0,48.15,96.51,38.98,0.0,146.68,958.5,0.0,110.7,1561.0,0.0,487.03,0.0,-595.51
188,52.73,48.16,33.23,39.81,0.0,191.26,960.5,0.0,0.0,1410.0,0.0,486.97,14.0,-585.28
189,52.27,48.1,33.03,38.09,0.0,243.84,1016.5,0.0,121.7,1279.0,0.0,486.65,0.0,-212.11999999999978
190,52.02,48.11,46.86,38.77,0.0,286.07,970.0,0.0,6.9,1190.0,0.0,399.49,0.0,-140.76
191,52.04,48.11,33.11,39.44,0.0,272.38,840.0,0.0,6.5,1141.0,0.0,378.37,0.0,-227.79000000000008
192,52.12,47.88,32.88,38.58,0.0,236.94,815.5,0.0,0.0,1109.0,0.0,6.76,3.8,104.34000000000009
193,51.62,47.42,32.88,39.06,0.0,186.87,900.0,0.0,0.5,1100.0,0.0,0.0,0.0,158.3499999999999
